Code,GCD,PLD,LCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Unitcell_volume,Density,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Number of channels,Min dimension of channel,Max dimension of channel,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_dev thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,Range liquid_range,Mean liquid_range,Std_dev liquid_range,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
1683,10.29401,5.2134,10.28347,5.2134,4.33112,1.81065,10.28347,10.05332,10.24661,2620.23,1.5231,618.112,0.2359,0.154881,0.262023,0.0001,6.57E-05,1,2,2,431.958,1648.55,1082.37,4.38069,16.7187,10.9768,3,15,12,9.814814815,3.877983972,1.52,2.1,0.58,1.670972222,0.320912599,12,101,89,94.85185185,14.1708959,4.85,17.36,12.51,15.46375,4.102065913,0.02658,235,234.97342,55.57983111,121.9483276,90.2,3173,3082.8,991.6333333,1879.642256,54.8,1687,1632.2,467.3075926,901.3821326,35.4,1858.53,1823.13,524.3257407,1028.942809,0,0.229508197,0.459016393,0.147540984,0.131147541,0.032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1684,6.35407,5.72262,6.35407,5.72262,4.32836,1.78792,6.35407,6.35407,6.30198,644.456,1.54816,113.94,0.1768,0.1142,0,0,0,1,2,2,135.315,2099.68,1356.25,0,0,0,8,14,6,9.895833333,3.840630276,1.52,2.1,0.58,1.68625,0.349495479,80,101,21,95.14583333,11.95401979,10,17.36,7.36,15.37875,4.070391867,0.02658,235,234.97342,58.87188667,122.9723363,90.2,3173,3082.8,1078.1125,1996.740384,54.8,1687,1632.2,520.3739583,981.53778,35.4,1858.53,1823.13,557.7385417,1062.481003,0,0.083333333,0.583333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1685,9.67859,8.62301,9.67859,8.61206,8.62301,1.30048,9.36947,9.67859,9.61681,3502.11,1.36747,1091.61,0.3117,0.227939,0,0,0,1,2,2,554.566,1583.52,1157.99,0,0,0,8,15,7,9.934210526,3.780189216,1.52,2.1,0.58,1.680263158,0.328801625,80,101,21,94.93421053,11.98409964,10,17.36,7.36,15.34105263,4.102766656,0.02658,235,234.97342,60.54690789,125.4775373,90.2,3173,3082.8,1060.197368,1927.799837,54.8,1687,1632.2,496.0131579,921.4289515,35.4,1858.53,1823.13,564.1842105,1059.715275,0.043010753,0.182795699,0.129032258,0.322580645,0.23655914,0.032258065,0,0,0,0,0,0,0,0,0,0.053763441,0,0,0,0,0,0,0,0,0,0,0,0,5
1686,5.65008,4.43618,5.57661,4.43618,2.93936,1.54469,5.57661,5.65008,5.57661,1172.04,1.70253,87.903,0.075,0.044052,0,0,0,1,2,2,163.159,1392.09,817.659,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.026315789,0.105263158,0.157894737,0.342105263,0.131578947,0.078947368,0.026315789,0.105263158,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1687,10.10235,8.22535,10.04471,8.22535,4.40369,1.58267,10.04471,10.04471,9.37693,3271.21,1.464,892.059,0.2727,0.186271,0,0,0,1,2,2,552.726,1689.67,1154.15,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.027777778,0.166666667,0.388888889,0.291666667,0.111111111,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1688,9.53409,7.61751,9.53409,7.61751,1.51921,2.73729,9.53409,9.53304,9.36633,2797.66,1.7118,507.776,0.1815,0.106029,1.11906,0.0004,0.000233672,1,1,1,373.714,1335.81,780.352,10.542,37.6813,22.0126,8,14,6,10.04166667,4.242640687,1.52,2.1,0.58,1.717361111,0.410121933,85,101,16,95.55555556,11.3137085,12.06,17.36,5.3,15.55652778,3.74766594,0.02658,150,149.97342,51.05920208,106.0472223,90.2,3173,3082.8,1139.208333,2179.868785,54.8,1687,1632.2,610.2013889,1154.139688,35.4,1486,1450.6,529.0069444,1025.729097,0.027777778,0.125,0.375,0.263888889,0.097222222,0.069444444,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1689,8.29904,6.62705,8.29667,6.07204,6.62705,1.63475,7.92304,8.29667,8.29904,1776.34,1.12334,542.495,0.3054,0.271868,0,0,0,1,2,2,367.177,2067.04,1840.08,0,0,0,8,14,6,9.875,3.783937343,1.52,2.1,0.58,1.680833333,0.338864826,80,101,21,95.04166667,12.12161567,10,17.36,7.36,15.33583333,4.143828,0.02658,235,234.97342,60.64272,126.2412155,90.2,3173,3082.8,1070.175,1972.588904,54.8,1687,1632.2,504.6754167,951.0799633,35.4,1858.53,1823.13,565.4995833,1074.112826,0,0.303030303,0.242424242,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1690,7.67157,6.32251,7.56393,6.32251,1.60514,1.12194,7.56393,7.66267,7.66267,1488.21,1.55657,257.908,0.1733,0.111334,0,0,0,1,1,1,235.621,1583.25,1017.14,0,0,0,8,14,6,9.909722222,3.767082305,1.52,2.1,0.58,1.683055556,0.336333168,80,101,21,94.89583333,12.13896806,10,17.36,7.36,15.28472222,4.153184977,0.02658,235,234.97342,62.27447986,126.7477256,90.2,3173,3082.8,1088.9375,1964.862666,54.8,1687,1632.2,510.7772917,943.871661,35.4,1858.53,1823.13,578.1602083,1074.972048,0.0625,0.125,0.3125,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1691,7.01847,5.82423,6.99212,5.82423,1.86452,1.52381,6.99212,6.69006,6.9535,1327.61,1.34582,231.137,0.1741,0.129364,0,0,0,1,1,1,242.561,1827.05,1357.57,0,0,0,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0.090909091,0.136363636,0.181818182,0.409090909,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1692,8.76783,8.32205,8.76783,7.21261,8.32205,1.65176,8.76783,8.76783,8.6996,1219.04,1.45674,458.967,0.3765,0.258453,0,0,0,1,2,2,214.077,1756.11,1205.51,0,0,0,3,30,27,10.4,7.396195218,1.52,2.01,0.49,1.6335,0.217829146,12,101,89,91.55,27.22497152,9.16,17.36,8.2,15.946,3.78561703,0.02658,235,234.97342,33.802677,100.5644978,90.2,2792,2701.8,560.08,1151.915851,54.8,933.47,878.67,233.8805,393.870667,35.4,1858.53,1823.13,326.1995,778.472263,0,0.266666667,0.233333333,0.2,0.233333333,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1693,5.7021,4.51402,5.65422,4.51402,1.98999,1.6826,5.65422,5.38971,5.7021,1076.84,1.66775,70.9635,0.0659,0.0395143,0.107684,0.0001,6.00E-05,1,1,1,114.919,1067.19,639.898,6.26383,58.1688,34.8786,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.117647059,0.058823529,0.588235294,0.058823529,0.147058824,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1694,9.316,8.26867,9.30134,8.26867,2.97518,1.69113,9.30134,9.30134,9.31101,2962.44,1.63164,559.901,0.189,0.115834,0.296244,0.0001,6.13E-05,1,2,2,390.279,1317.42,807.422,5.63992,19.0381,11.6681,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0.026315789,0.171052632,0.289473684,0.144736842,0.263157895,0.065789474,0.039473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1695,6.33134,3.88811,6.33134,3.88811,1.78725,1.80363,6.33134,6.17425,6.33134,736.282,1.62609,80.402,0.1092,0.0671549,1.03079,0.0014,0.00086096,1,1,1,116.394,1580.83,972.166,7.72248,104.885,64.5012,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.3125,0.25,0.25,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1696,4.31256,3.29863,4.31256,2.50866,3.29863,1.99746,4.13069,4.31256,4.31256,480.84,1.65996,20.3876,0.0424,0.0255428,0,0,0,1,1,1,77.1517,1604.52,966.601,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.25,0.333333333,0.25,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1697,8.67422,7.13124,8.50053,7.13124,2.02932,5.93352,8.50053,8.67152,8.67422,2603.69,1.3795,771.214,0.2962,0.214716,0,0,0,1,2,2,468.029,1797.56,1303.06,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.033333333,0.183333333,0.266666667,0.366666667,0.116666667,0.016666667,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1698,6.57613,4.59348,6.54053,4.59348,2.96852,1.37699,6.54053,6.57613,6.54053,741.104,1.61551,108.794,0.1468,0.0908691,0,0,0,1,2,2,150.044,2024.6,1253.23,0,0,0,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0.052631579,0.368421053,0.052631579,0.315789474,0.052631579,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1699,10.42083,8.55761,10.42083,8.55761,7.26033,1.48567,10.42083,10.2708,10.42083,3463.26,1.3898,1230.15,0.3552,0.255576,0,0,0,1,2,2,592.439,1710.64,1230.85,0,0,0,4,14,10,9.87037037,4.27832228,1.52,2.1,0.58,1.708148148,0.398995587,77,101,24,95.37037037,11.57292174,4.85,17.36,12.51,15.41074074,4.211359517,0.02658,190,189.97342,52.14710352,106.455911,90.2,3173,3082.8,1138.362963,2136.782507,54.8,1687,1632.2,611.6277778,1134.542013,35.4,1486,1450.6,526.7351852,1002.609925,0.039473684,0.223684211,0.263157895,0.171052632,0.131578947,0.065789474,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1700,10.15834,7.81533,10.0604,7.55992,7.81533,1.6657,10.15834,10.0604,10.15834,3493.11,1.36525,1041.3,0.2981,0.218348,0,0,0,1,2,2,581.48,1664.65,1219.3,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.023255814,0.244186047,0.174418605,0.162790698,0.26744186,0.011627907,0.034883721,0.011627907,0,0,0,0,0.011627907,0,0,0.058139535,0,0,0,0,0,0,0,0,0,0,0,0,2
1701,6.04172,4.39977,6.03706,4.39977,1.79148,1.69689,6.03706,5.7084,5.58793,1089.52,1.8499,92.1734,0.0846,0.0457321,0,0,0,1,1,1,144.989,1330.76,719.369,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.076923077,0.076923077,0.256410256,0.205128205,0.256410256,0.051282051,0.025641026,0.025641026,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1702,5.3901,4.46929,5.3901,4.46929,4.36653,2.01053,5.3901,5.3901,4.99059,1100.78,1.63148,134.295,0.122,0.0747788,0.330233,0.0003,0.000183882,1,2,2,203.897,1852.31,1135.35,5.81845,52.8577,32.3986,4,14,10,9.763888889,3.802472643,1.52,2.1,0.58,1.672847222,0.3336307,77,101,24,95.09722222,12.25946094,4.85,17.36,12.51,15.32256944,4.313565949,0.02658,235,234.97342,59.87901569,126.9640201,90.2,3173,3082.8,1045.773611,1961.604476,54.8,1687,1632.2,492.45875,943.558337,35.4,1858.53,1823.13,553.3148611,1071.288148,0,0.264705882,0.117647059,0.205882353,0.147058824,0.264705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1703,7.11867,6.56534,7.11269,6.56534,6.46795,2.08255,7.11269,7.0827,6.92917,1370.37,1.31052,401.517,0.293,0.223575,0,0,0,1,2,2,239.046,1744.4,1331.07,3.27436,23.8941,18.2325,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.28125,0,0.1875,0.09375,0.3125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1704,5.75112,4.62937,5.61187,4.62937,1.60949,3.56076,5.61187,5.62951,5.75112,754.5,1.57711,86.5412,0.1147,0.072728,0,0,0,1,2,2,144.944,1921.06,1218.09,0,0,0,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10,17.36,7.36,15.25,4.302983461,0.02658,235,234.97342,64.18438667,132.9250288,90.2,3173,3082.8,1054.3,1934.463424,54.8,1687,1632.2,473.2783333,891.7012048,35.4,1858.53,1823.13,581.0216667,1101.790261,0.058823529,0.117647059,0.529411765,0.176470588,0,0.058823529,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1705,6.00099,4.42346,6.00099,4.42346,3.09468,3.09468,6.00099,5.92918,5.95466,1477.17,1.62102,159.682,0.1081,0.0666864,0,0,0,1,2,2,261.699,1771.63,1092.91,0,0,0,8,14,6,9.958333333,4.242640687,1.52,2.1,0.58,1.709305556,0.410121933,85,101,16,95.77777778,11.3137085,12.06,17.36,5.3,15.63013889,3.74766594,0.02658,150,149.97342,48.97623792,106.0472223,90.2,3173,3082.8,1096.391667,2179.868785,54.8,1687,1632.2,587.5319444,1154.139688,35.4,1486,1450.6,508.8597222,1025.729097,0.027027027,0.135135135,0.189189189,0.378378378,0.162162162,0,0.081081081,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1706,8.46461,6.87683,8.45798,6.87683,1.885,5.36598,8.45798,7.83302,8.45369,3138.07,1.51972,671.546,0.214,0.140816,0,0,0,1,2,2,512.924,1634.52,1075.54,1.27727,4.07024,2.67828,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.013513514,0.202702703,0.27027027,0.27027027,0.202702703,0.027027027,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1707,6.68688,4.45159,6.64638,4.45159,1.46293,2.32608,6.64638,6.2019,6.68688,1078.48,1.6652,130.928,0.1214,0.072904,0,0,0,1,1,1,170.434,1580.31,949.021,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.25,0.125,0.375,0.1875,0.03125,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1708,10.22454,7.83143,10.22454,7.83143,2.35112,1.94529,10.22454,9.64466,10.08879,3651.1,1.30213,921.903,0.2525,0.193913,0,0,0,1,1,1,633.403,1734.83,1332.3,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.134328358,0.119402985,0.253731343,0.268656716,0.044776119,0.134328358,0.014925373,0.029850746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1709,7.53181,5.36456,7.53181,5.36456,3.35318,2.38948,7.53181,7.18325,7.53181,2190.37,1.82201,341.041,0.1557,0.0854553,0,0,0,1,2,2,333.482,1522.49,835.611,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.136363636,0.378787879,0.227272727,0.121212121,0.045454545,0.045454545,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1710,9.11286,6.35806,8.54024,6.35806,5.68222,1.67844,8.54024,8.55258,9.06997,3139.16,1.52558,705.37,0.2247,0.147288,0,0,0,1,2,2,525.676,1674.58,1097.66,0,0,0,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0.027027027,0.162162162,0.337837838,0.27027027,0.202702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1711,9.47456,8.39084,9.47456,2.02573,8.39084,6.78276,9.30469,9.47456,9.47456,3625.84,1.31171,1162.08,0.3205,0.244338,0,0,0,1,2,2,624.234,1721.62,1312.51,0,0,0,8,14,6,9.861111111,3.749716192,1.52,2.1,0.58,1.677222222,0.331917219,80,101,21,94.97222222,12.24131714,10,17.36,7.36,15.30722222,4.194939824,0.02658,235,234.97342,61.82327556,128.4404939,90.2,3173,3082.8,1064.883333,1958.415043,54.8,1687,1632.2,494.2097222,931.1312459,35.4,1858.53,1823.13,570.6736111,1082.670983,0.056179775,0.146067416,0.258426966,0.247191011,0.123595506,0.078651685,0,0,0,0,0,0,0,0,0,0.08988764,0,0,0,0,0,0,0,0,0,0,0,0,5
1712,6.77939,5.83733,6.74204,5.83733,1.6346,2.0454,6.74204,6.17052,6.76866,1190.57,1.50844,217.278,0.1825,0.120986,0,0,0,1,1,1,209.245,1757.53,1165.13,0,0,0,8,14,6,9.864583333,3.7580125,1.52,2.1,0.58,1.678125,0.333645736,80,101,21,94.98958333,12.21077598,10,17.36,7.36,15.314375,4.181990551,0.02658,235,234.97342,61.52813667,127.8885734,90.2,3173,3082.8,1066.20625,1961.817996,54.8,1687,1632.2,496.8261458,936.0977509,35.4,1858.53,1823.13,569.3801042,1080.470192,0.090909091,0.136363636,0.363636364,0.272727273,0.090909091,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1713,9.64121,7.77981,9.64121,7.77981,6.4006,2.01751,9.64121,9.21601,9.64121,3485.26,1.36514,945.202,0.2712,0.19866,0,0,0,1,2,2,581.387,1668.13,1221.95,2.68274,7.69738,5.63851,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95,12.19265001,10,17.36,7.36,15.31866667,4.17427667,0.02658,235,234.97342,61.35105333,127.5581437,90.2,3173,3082.8,1067,1963.904425,54.8,1687,1632.2,498.396,939.0837544,35.4,1858.53,1823.13,568.604,1079.169416,0.025974026,0.246753247,0.324675325,0.181818182,0.12987013,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1714,9.04543,5.58873,8.73894,4.04718,3.87504,5.58873,9.04543,9.04543,8.73894,2317.61,1.34471,516.131,0.2227,0.165611,0,0,0,1,3,3,471.961,2036.42,1514.39,0,0,0,8,14,6,9.875,3.783937343,1.52,2.1,0.58,1.680833333,0.338864826,80,101,21,95.04166667,12.12161567,10,17.36,7.36,15.33583333,4.143828,0.02658,235,234.97342,60.64272,126.2412155,90.2,3173,3082.8,1070.175,1972.588904,54.8,1687,1632.2,504.6754167,951.0799633,35.4,1858.53,1823.13,565.4995833,1074.112826,0.042553191,0.340425532,0.191489362,0.255319149,0.127659574,0.021276596,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1715,7.07037,5.04661,7.07037,5.04661,1.81505,2.20962,7.07037,7.07037,6.81717,1356.03,1.76584,146.993,0.1084,0.0613872,0.135603,0.0001,5.66E-05,1,1,1,177.813,1311.28,742.58,2.46337,18.1661,10.2875,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10,17.36,7.36,15.25,4.302983461,0.02658,235,234.97342,64.18438667,132.9250288,90.2,3173,3082.8,1054.3,1934.463424,54.8,1687,1632.2,473.2783333,891.7012048,35.4,1858.53,1823.13,581.0216667,1101.790261,0.027777778,0.194444444,0.25,0.166666667,0.25,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1716,5.89405,3.71412,5.89405,3.71412,2.00968,2.00968,5.89405,5.89405,5.89405,1009.31,1.58162,86.397,0.0856,0.0541216,0,0,0,1,1,1,172.204,1706.16,1078.74,0.0047482,0.047044,0.0297441,8,15,7,9.9,4.296105415,1.52,2.1,0.58,1.664,0.343840206,85,101,16,96.7,9.869804632,12.06,17.36,5.3,16.266,3.104248141,0.02658,150,149.97342,30.042206,88.43410618,90.2,3173,3082.8,752.74,1795.473488,54.8,1687,1632.2,407.49,950.1896343,35.4,1486,1450.6,345.25,845.3630279,0.047619048,0.238095238,0.285714286,0.142857143,0.095238095,0,0.142857143,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1717,11.15667,7.88905,10.72283,7.51141,7.88905,1.55929,11.11012,10.72283,10.83424,3696.28,1.28621,1094.47,0.2961,0.23021,0,0,0,1,2,2,630.424,1705.56,1326.03,0,0,0,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0.014492754,0.304347826,0.275362319,0.246376812,0.130434783,0.028985507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
